UAI,Etablissement,Référence GALAXIE,N° dans le SI local,Article,Corps,Chaire,Section,Section2,Section3,Date de prise de fonction,Date ouverture cand,Date clôture cand,Profil,Localisation,Etat de vacance
0931238R,UNIVERSITE PARIS 13,4508 *,0397,26-I-2,MCF,Non,60,66,,01/09/2023,23/02/2023,30/03/2023,"Technologie médicale, Conception et fabrication de produit, Gestion des connaissances",Saint Denis,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4982 *,1439,26-I-1,MCF,Non,60,,,01/09/2023,23/02/2023,30/03/2023,Modélisation et simulation multi-échelle en mécanique,CRETEIL CAMPUS CENTRE,
0952259P,CY CERGY PARIS UNIVERSITE,163 *,,26-I-1,MCF,Non,60,,,01/09/2023,23/02/2023,30/03/2023,"Enseignements en Thermique, Constructions, Dessin d'ingénierie, au département MT2E de l¿IUT.",IUT sites de Sarcelles & Cergy,
0062205P,UNIVERSITE COTE D'AZUR,163 *,61 MCF 1425,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,"Apprentissage machine, théorie et applications pour les Sciences de la Terre et de l¿Univers",NICE,
0062205P,UNIVERSITE COTE D'AZUR,166 *,61,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,Cybersécurité appliquée aux Objets Connectés (IoT),NICE,
0134009M,UNIVERSITE AIX-MARSEILLE,1252 *,1995,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,"Automatique, théorie du contrôle, diagnostic",Marseille,
0134009M,UNIVERSITE AIX-MARSEILLE,1255 *,1357,26-I-1,MCF,Non,61,63,,01/09/2023,23/02/2023,30/03/2023,"Automatique, Informatique Industrielle, énergie électrique",Marseille,
0134009M,UNIVERSITE AIX-MARSEILLE,1258 *,Crea,26-I-2,MCF,Non,61,63,,01/09/2023,23/02/2023,30/03/2023,"analyse de signaux bio/physiques, intégration de données à résolutions hétérogènes en temps ou espace, fouille de série temporelles complexes, analyse multi-échelle, interface apprentissage-physique.",Marseille,
0211237F,UNIVERSITE DE DIJON,4733 *,,26-I-1,MCF,Non,61,63,,01/09/2023,23/02/2023,30/03/2023,"Véhicule autonome et connecté, robotique, perception/vision, planification et navigation, transport du futur, électronique et électrotechnique.",NEVERS,
0221809X,UNIV. RENNES 1 (ENSSAT LANNION),37 *,MCF1236,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,"L'activité de recherche sera effectuée au sein du département ""Architecture"" de l'IRISA. L'enseignement se fera au sein du pôle « Systèmes numériques » de l'école d'ingénieurs ENSSAT à Lannion.",LANNION,
0250082D,ENS MECANIQUE & MICROTECH. BESANCON,4082 *,01374,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,cf fiche de poste,BESANCON,S
0290346U,UNIV. DE BRETAGNE OCCIDENTALE (BREST),4475 *,6100MCF1389,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,"Informatique, simulation numérique, optimisation de système complexe, intelligence artificielle, thérapie guidée par l¿image",Brest,
0311713U,UNIV. TOULOUSE 2 (IUT BLAGNAC),4702 *,,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,"Réseaux, Internet des Objets",BLAGNAC,
0333232J,INP DE BORDEAUX,4125 *,0149,26-I-1,MCF,Non,61,63,,01/09/2023,23/02/2023,30/03/2023,Electronique,Talence,
0333298F,UNIVERSITE DE BORDEAUX,739 *,,26-I-1,MCF,Non,61,,,01/12/2023,23/02/2023,30/03/2023,Modélisation des systèmes industriels,Talence,S
0342490X,UNIVERSITE DE MONTPELLIER,110 *,,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,"Enseignement : Conception de circuits, systèmes intégrés et embarqués.Recherche : Conception et test microélectronique pour l¿intégrité, l¿efficacité énergétique, la fiabilité et la sécurité.",Montpellier,
0342490X,UNIVERSITE DE MONTPELLIER,111 *,,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,"Enseignement : Robotique, ProgrammationRecherche : Modélisation, planification, commande en robotique industrielle, médicale et sous-marine",Montpellier,
0353074B,UNIVERSITE DE RENNES (EPE),6 *,MCF0255,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,"Expertise en traitement de signal et de l'image et en intelligence artificielle.Technologies pour la santé, Image et Modèles pour le guidage d'Interventions cardiovasculaires.",RENNES,
0381912X,INP DE GRENOBLE,4199 *,0462,26-I-1,MCF,Non,61,63,,01/09/2023,23/02/2023,30/03/2023,électronique numérique,GRENOBLE,
0381912X,INP DE GRENOBLE,4201 *,0723,26-I-1,MCF,Non,61,27,,01/09/2023,23/02/2023,30/03/2023,systèmes et applications embarqués temps réel ; cybersécurité,VALENCE,
0381912X,INP DE GRENOBLE,4203 *,0643,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,"génie industriel, lignes de production",GRENOBLE,
0383546Y,UNIVERSITE GRENOBLE ALPES,160,38565,26-I-1,MCF,Non,61,,,01/09/2023,15/02/2023,17/03/2023,Perception multimodale pour la robotique mobile,Grenoble,
0450855K,UNIVERSITE D'ORLEANS,4542 *,MCF0734,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,Traitement du signal et analyse de données,POLYTECH,
0450855K,UNIVERSITE D'ORLEANS,4543 *,MCF0600,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,"Automatique, observation et commande",POLYTECH,
0450855K,UNIVERSITE D'ORLEANS,4544 *,MCF0842,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,Automatique,IUT de l'Indre,
0542493S,UNIVERSITE DE LORRAINE,1625 *,61MCF0384,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,Modélisation et pilotage de systèmes cyber-physiques de production,NANCY,
0542493S,UNIVERSITE DE LORRAINE,1638 *,61MCF0095,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,"Automatique, Contrôle et Optimisation des Systèmes Dynamiques",NANCY,
0542493S,UNIVERSITE DE LORRAINE,1647 *,61MCF0302,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,Modélisation et simulation pour la conception et la vérification de systèmes complexes,NANCY,
0561718N,UNIVERSITE DE BRETAGNE SUD (LORIENT),4208 *,0049,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,Systèmes embarqués et architecture des machines,LORIENT,
0597139P,CENTRALE LILLE INSTITUT,33 *,P1,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,Automatique,VILLENEUVE D'ASCQ,
0597139P,CENTRALE LILLE INSTITUT,34 *,P1,26-I-1,MCF,Non,61,27,,01/09/2023,23/02/2023,30/03/2023,Sciences des données,VILLENEUVE D'ASCQ,
0597215X,IUT LILLE,188 *,,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,Génie automatique,Villeneuve d'Ascq,
0597239Y,UNIVERSITE DE LILLE,125 *,,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,Automatique,Villeneuve d'Ascq,
0597239Y,UNIVERSITE DE LILLE,148 *,,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,Traitement du Signal et des Images,Villeneuve d'Ascq,
0650048Z,ENI DE TARBES,4077 *,,26-I-1,MCF,Non,61,63,,01/09/2023,23/02/2023,30/03/2023,"Informatique industrielle temps-réel, contrôle commande des chaînes des conversions de l énergie en vue de l efficacité énergétique, modélisation et simulations, smart grids",TARBES,
0650048Z,ENI DE TARBES,4078 *,0026,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,"génie industriel, industrie 4.0, architectures temps-réel, Ingénierie système, système cyber-physique",TARBES,
0673021V,UNIVERSITE DE STRASBOURG,4865 *,,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,"Génie industriel, organisation et méthodes de maintenance",Schiltigheim,
0681166Y,UNIVERSITE DE MULHOUSE,4324 *,61 MCF 0395,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,"Automatique, systèmes embarqués, ingénierie des systèmes.",ENSISA,
0690187D,ECOLE CENTRALE DE LYON,4101 *,0067,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,Performance et sécurité des systèmes interconnectés,ECULLY,
0691774D,UNIVERSITE LYON 1 (CLAUDE BERNARD),4715,1632,26-I-1,MCF,Non,61,,,01/09/2023,20/02/2023,22/03/2023,Automatique,Villeurbanne,
0691775E,UNIVERSITE LYON 2 (LUMIERE),4594 *,,26-I-1,MCF,Non,61,6,,01/09/2023,23/02/2023,30/03/2023,Logistique Globale,Campus Porte des Alpes,
0730858L,UNIVERSITE DE SAVOIE MONT-BLANC,4387 *,747,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,"E:Gestion Industrielle et Systèmes d'Informations.R:Génie industriel, Optimisation des processus dans l'industrie du futur.",ANNECY,S
0755890V,UNIVERSITE SORBONNE UNIVERSITE,468,,26-I-1,MCF,Non,61,,,01/09/2023,27/01/2023,03/03/2023,Traitement des signaux pour la robotique ou l¿imagerie,Campus Pierre et Marie Curie,
0801344B,UNIVERSITE D'AMIENS,4651 *,,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,"AUTOMATIQUE, ELECTRONIQUE",POLE SCIENTIFIQUE SAINT LEU,
0860856N,UNIVERSITE DE POITIERS,4802 *,,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,"Enseignements en électronique, automatisme, informatique industrielle, réseaux industriels, énergie.Recherche en commande ou identification des systèmes complexes.",Poitiers/Niort/Chatellerault,
0911990U,UNIV. EVRY (IUT EVRY),4321 *,EPE-0083,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,"ROBOTIQUE, REALITE AUGMENTEE",Evry,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4802 *,E2DE103897,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,"Ens.: B.U.T. GEII, signal, info. indus., électricité. Rech.: statistique, signal, apprentissage.",IUT Ville d'Avray,
0930603A,INST. SUP. MECANIQUE PARIS,4096 *,,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,Transformation soutenable des flux logistiques intégrant l¿Ingénierie de l¿Obsolescence et de la Pénurie,Saint-Ouen,
0941111X,UNIVERSITE PARIS EST CRETEIL (PARIS 12,4983 *,1357,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,Métaheuristiques- Optimisation continue,Campus Centre et Campus de Vitry,
0951376E,ENSEA DE CERGY,4079 *,,26-I-1,MCF,Non,61,,,01/09/2023,23/02/2023,30/03/2023,Recherche : systèmes communicants à faible empreinteEnseignement : traitement numérique du signal et télécommunications,6 AVENUE DU PONCEAU,
0952259P,CY CERGY PARIS UNIVERSITE,169 *,,26-I-1,MCF,Non,61,63,27,01/09/2023,23/02/2023,30/03/2023,Systèmes Embarqués Intelligents ¿ Smart Embedded Systems,IST - Site de Saint-Martin - CERGY,
0211237F,UNIVERSITE DE DIJON,4721 *,E000001121,26-I-1,MCF,Non,62,,,01/09/2023,23/02/2023,30/03/2023,Energétique des transports ¿ Environnement et Mobilité,NEVERS,
0350697T,UNIV. RENNES 1 (IUT RENNES),44 *,MCF0124,26-I-1,MCF,Non,62,,,01/09/2023,23/02/2023,30/03/2023,Recherche sur les procédés électrochimiques/leur couplage avec d'autres procédés de traitement de l'environnement et la dépollution.Enseignements génie chimique/électrochimie (BUT années 1-3).,RENNES,
0381912X,INP DE GRENOBLE,4200 *,0405,26-I-1,MCF,Non,62,,,01/09/2023,23/02/2023,30/03/2023,recyclage des métaux par voie hydrométallurgique - dimensionnement et couplage des procédés de récupération - approches expérimentales et numériques,GRENOBLE,
0381912X,INP DE GRENOBLE,4206 *,0323,26-I-1,MCF,Non,62,,,01/09/2023,23/02/2023,30/03/2023,génie des procédés papetiers,GRENOBLE,
0440982D,UNIV. NANTES (IUT SAINT NAZAIRE),116 *,0866,26-I-1,MCF,Non,62,,,01/09/2023,23/02/2023,30/03/2023,Génie des Procédés et Bioprocédés / Culture de microalques en photobioréacteurs,Saint-Nazaire,
0442409E,UNIV. NANTES (EPU),112 *,1939,26-I-1,MCF,Non,62,60,,01/09/2023,23/02/2023,30/03/2023,"Mécanique, transferts de chaleur et méthodes numériques.Phénomènes thermo-radiatifs dans les matériaux hétérogènes aux hautes températures",Nantes,
0450855K,UNIVERSITE D'ORLEANS,4545 *,MCF0337,26-I-1,MCF,Non,62,63,,01/09/2023,23/02/2023,30/03/2023,Interaction plasma/surface dans les procédés plasmas froids : Modélisations et Expérimentations,POLYTECH,
0490970N,UNIVERSITE D'ANGERS,4475,PTMCF1438,26-I-1,MCF,Non,62,63,,01/09/2023,20/02/2023,24/03/2023,Production d'énergie - Transition énergétique et digitale,ANGERS,
0542493S,UNIVERSITE DE LORRAINE,1639 *,62MCF0404,26-I-1,MCF,Non,62,,,01/09/2023,23/02/2023,30/03/2023,Génie des procédés biotechnologiques et alimentaires,NANCY,
0542493S,UNIVERSITE DE LORRAINE,1640 *,62MCF0417,26-I-1,MCF,Non,62,,,01/09/2023,23/02/2023,30/03/2023,Génie des procédés,NANCY,
0542493S,UNIVERSITE DE LORRAINE,1648 *,62MCF1046,26-I-1,MCF,Non,62,,,01/09/2023,23/02/2023,30/03/2023,"Energétique, génie des procédés, bâtiment, biomasse, gazéification, métrologie",NANCY,
0561718N,UNIVERSITE DE BRETAGNE SUD (LORIENT),4214 *,0157,26-I-1,MCF,Non,62,,,01/09/2023,23/02/2023,30/03/2023,Thermique et énergétique,LORIENT,
0597132G,UNIV. POLYTECHNIQUE HAUTS-DE-FRANCE,126 *,252,26-I-1,MCF,Non,62,,,01/09/2023,23/02/2023,30/03/2023,,Valenciennes,
0597239Y,UNIVERSITE DE LILLE,132 *,,26-I-1,MCF,Non,62,,,01/09/2023,23/02/2023,30/03/2023,Génie des procédés alimentaires,Villeneuve d'Ascq,
0601223D,UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE,4165 *,0045,26-I-1,MCF,Non,62,31,,01/09/2023,23/02/2023,30/03/2023,Génie des produits,COMPIEGNE,
0691774D,UNIVERSITE LYON 1 (CLAUDE BERNARD),4711,2480,26-I-1,MCF,Non,62,60,,01/09/2023,20/02/2023,22/03/2023,"Energétique, Mécanique des Fluides, Transfert Thermique, Thermodynamique",Villeurbanne,
0753471R,CONSERVATOIRE NAT. DES ARTS ET METIERS,4277 *,0050,26-I-1,MCF,Non,62,64,,01/09/2023,23/02/2023,30/03/2023,TRANSITION DES SYSTEMES ALIMENTAIRES,PARIS,
0762762P,UNIVERSITE DU HAVRE,4200 *,146,26-I-1,MCF,Non,62,28,,01/09/2023,23/02/2023,30/03/2023,"Le lauréat renforcera les activités liées à la plateforme expérimentale MécaFluides sur les instabilités, la turbulence, la transition et les transferts d¿énergies. Il enseignera la physique.",Universite Le Havre Normandie,
0860073M,ENS. MECANIQUE & AEROTECH. DE POITIERS,4047 *,,26-I-1,MCF,Non,62,,,01/09/2023,23/02/2023,30/03/2023,Enseignement et recherche en énergétique/combustion,Chasseneuil du Poitou,
0870669E,UNIVERSITE DE LIMOGES,4447 *,,26-I-1,MCF,Non,62,,,01/10/2023,23/02/2023,30/03/2023,Enseignement : Procédés plasma - matériauxRecherche : Procédés plasmas et lasers,LIMOGES,
0931238R,UNIVERSITE PARIS 13,4509 *,1230,26-I-1,MCF,Non,62,,,01/09/2023,23/02/2023,30/03/2023,Énergétique et thermique,Villetaneuse,
9740478B,UNIVERSITE DE LA REUNION,4393,,26-I-2,MCF,Non,62,60,,01/09/2023,01/03/2023,31/03/2023,Building Information Modeling ¿ City Information Modeling,LE TAMPON,
0311086M,UNIV. TOULOUSE 3 (IUT),4826 *,,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,"Systèmes et instrumentations hyperfréquences pour les domaines des communications, de la santé, de l environnement et du spatial.",TOULOUSE,
0311381H,INP DE TOULOUSE,4168 *,,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,Conception de systèmes de conversion d'énergie multi-flux,TOULOUSE,
0311384L,UNIVERSITE TOULOUSE 3,4804 *,45889,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,"Électronique numérique, électronique des systèmes - Conception, architecture et caractérisation",TOULOUSE,
0311384L,UNIVERSITE TOULOUSE 3,4817 *,46093,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,Radiophysique et imagerie médicales : IRM - TEP - Histologie par imagerie,Toulouse,
0311713U,UNIV. TOULOUSE 2 (IUT BLAGNAC),4703 *,,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,"Systèmes électroniques, objets connectés, autonomie énergétique",BLAGNAC,
0333232J,INP DE BORDEAUX,4126 *,0124,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,Electronique analogique,Talence,
0333298F,UNIVERSITE DE BORDEAUX,740 *,,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,Electronique embarquée,Talence,S
0342490X,UNIVERSITE DE MONTPELLIER,91 *,,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,Électronique des hautes fréquences Systèmes micro-ondes,Montpellier,
0342490X,UNIVERSITE DE MONTPELLIER,115 *,,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,Enseignement : génie électrique et électronique de puissanceRecherche : Micro- et nano-composants,Montpellier,
0350097R,INSA DE RENNES,4095 *,63MCF0053,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,"Systèmes embarqués, efficaces en énergie et sécurisés pour des applications en communications numériques.",INSA RENNES,
0381912X,INP DE GRENOBLE,4204 *,0412,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,Modélisation et optimisation de systèmes électriques efficaces et résilients,GRENOBLE,
0383546Y,UNIVERSITE GRENOBLE ALPES,159,38452,26-I-1,MCF,Non,63,,,01/09/2023,15/02/2023,17/03/2023,Energie électrique / électronique de puissance,Grenoble,
0442953W,NANTES UNIVERSITE,109 *,1205,26-I-1,MCF,Non,63,28,,01/09/2023,23/02/2023,30/03/2023,Modélisation et Simulation des procédés plasmas froids,Nantes,
0542493S,UNIVERSITE DE LORRAINE,1627 *,63MCF0168,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,Génie électrique et applications des systèmes à hydrogène,LONGWY,
0542493S,UNIVERSITE DE LORRAINE,1649 *,63MCF0797,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,"matériaux semi-conducteurs en couches minces pour le photovoltaïque et l'optoélectronique, enseignements en EEA",METZ,
0597132G,UNIV. POLYTECHNIQUE HAUTS-DE-FRANCE,116 *,573,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,,campus du Mont-Houy,
0597139P,CENTRALE LILLE INSTITUT,31 *,P1,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,"Electronique, Capteurs & Ondes : Microsystèmes, Technologies salle blanche",VILLENEUVE D'ASCQ,
0597139P,CENTRALE LILLE INSTITUT,36 *,P1,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,Génie Electrique : Modélisation et Conception de convertisseurs de puissance pour l'électromobilité,VILLENEUVE D'ASCQ,
0597239Y,UNIVERSITE DE LILLE,152 *,,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,Modélisation systémique et commande des systèmes énergétiques avec prise en compte de l'Analyse de Cycle de Vie,Villeneuve d'Ascq,
0597239Y,UNIVERSITE DE LILLE,184 *,,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,"Composants en gamme millimétriques/THz et caractérisation ultra-haute fréquence, composants émergents",Villeneuve d'Ascq,
0632084Y,UNIVERSITE CLERMONT AUVERGNE,74 *,MCF0004,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,"Enseignement : physique générale, électrotechnique, électronique, sciences du numérique. Recherche : modélisation et simulation électromagnétique en photonique, plasmonique et métamatériaux.",Aubiere,
0660437S,UNIVERSITE DE PERPIGNAN (VIA DOMITIA),4286 *,,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,"Génie électrique, électronique, photonique et systèmes",PERPIGNAN,
0673021V,UNIVERSITE DE STRASBOURG,4866 *,,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,Instrumentation photonique,Eurometropole de Strasbourg,
0690187D,ECOLE CENTRALE DE LYON,4109 *,0050,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,Co-intégration de technologies électroniques et optoélectroniques pour le calcul et le traitement de l'information,ECULLY,
0690192J,INSA DE LYON,4330 *,0033,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,dispositifs biomédicaux pour le suivi en continu et non-invasif de paramètres physiologiques,VILLEURBANNE,S
0691774D,UNIVERSITE LYON 1 (CLAUDE BERNARD),4700,2256,26-I-1,MCF,Non,63,,,01/09/2023,20/02/2023,22/03/2023,Génie électrique - Machines électriques et électronique de puissance,Villeurbanne,
0753471R,CONSERVATOIRE NAT. DES ARTS ET METIERS,4275 *,0178,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,ELECTROTECHNIQUE,PARIS,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,451,,26-I-1,MCF,Non,63,,,01/09/2023,27/01/2023,03/03/2023,"Capteurs et Dispositifs Électromagnétiques (BF, HF) pour Diagnostics Biologiques",Campus Pierre et Marie Curie,
0760170X,UNIV. ROUEN (IUT ROUEN),4648 *,,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,"Automatique, Automatisme, informatique industrielle et robotique",Mont-Saint-Aignan et Madrillet,
0772894C,UNIVERSITE GUSTAVE EIFFEL,89 *,,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,Capteurs communicants radio fréquencesDéveloppement et suivi des TP hyperfréquences - Électronique générale,CHAMPS-SUR-MARNE,
0870669E,UNIVERSITE DE LIMOGES,4457 *,,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,"Dispositifs hyperfréquences, caractérisation, modélisation, simulation multi-physique, thermique, thermo-mécanique, électronique hétérogène, SIP",BRIVE,
0912408Y,UNIVERSITE PARIS SACLAY,226 *,63-61MCF1269,26-I-1,MCF,Non,63,61,,01/09/2023,23/02/2023,30/03/2023,Génie Electrique et Informatique Industrielle,IUT de Cachan,
0912408Y,UNIVERSITE PARIS SACLAY,227 *,63MCF1267,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,Génie Electrique et Informatique Industrielle,IUT de Cachan,
0912408Y,UNIVERSITE PARIS SACLAY,250 *,63-30MCF935,26-I-1,MCF,Non,63,30,,01/09/2023,23/02/2023,30/03/2023,Optique / Photonique,IOGS,
0921204J,UNIVERSITE PARIS 10 (NANTERRE),4803 *,E2DE102234,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,"Ens.: BUT- GEII, électronique, électricité, autom.Rech.: Conception/caractérisation antennes miniaturisées.",IUT Ville d'Avray,
0951376E,ENSEA DE CERGY,4080 *,,26-I-1,MCF,Non,63,,,01/09/2023,23/02/2023,30/03/2023,"Recherche : Circuits intégrés et systèmes électroniques rapides à faible empreinte, Enseignement : Physique et Energie",CERGY,
0271666P,UNIVERSITE DE ROUEN (IUT EVREUX),4645 *,,26-I-1,MCF,Non,64,,,01/09/2023,23/02/2023,30/03/2023,Microbiologie moléculaire & génie bio-industriel,Evreux,
0290346U,UNIV. DE BRETAGNE OCCIDENTALE (BREST),4473 *,6400-65MCF0439,26-I-1,MCF,Non,64,65,,01/09/2023,23/02/2023,30/03/2023,"Enseignement : Biochimie structurale, métabolique et médicale, techniques analytiques, Outils moléculaires pour le diagnostique, et ¿omiquesRecherche : LBCM (UR3884)",Quimper,
0290346U,UNIV. DE BRETAGNE OCCIDENTALE (BREST),4476 *,6400MCF0879,26-I-1,MCF,Non,64,,,01/09/2023,23/02/2023,30/03/2023,Maître de Conférences en Sciences des Aliments,Quimper,
0311384L,UNIVERSITE TOULOUSE 3,4816 *,46502,26-I-1,MCF,Non,64,,,01/09/2023,23/02/2023,30/03/2023,"Enseignement : biologie moléculaire en Licence et en Master. Recherche : autour des mécanismes de régulation de l'expression et de la stabilité du génome au sein du CBI, de l'I2MC ou de l'IPBS",Toulouse,
0333232J,INP DE BORDEAUX,4120 *,001,26-I-1,MCF,Non,64,,,01/09/2023,23/02/2023,30/03/2023,Biochimie et Biologie moléculaire,Talence,
0333298F,UNIVERSITE DE BORDEAUX,731 *,,26-I-1,MCF,Non,64,69,66,01/09/2023,23/02/2023,30/03/2023,"Biochimie, physiologie, neurobiologie et nutrition",Bordeaux/Agen,S
0333298F,UNIVERSITE DE BORDEAUX,733 *,,26-I-1,MCF,Non,64,,,01/09/2023,23/02/2023,30/03/2023,Biochimie,Talence,S
0353074B,UNIVERSITE DE RENNES (EPE),12 *,MCF0533,26-I-1,MCF,Non,64,65,,01/09/2023,23/02/2023,30/03/2023,"Microbiologie, physiologie et relation avec l'hôte. Bases fonctionnelles et structurales de la traduction chez les bactéries.",RENNES,
0383546Y,UNIVERSITE GRENOBLE ALPES,170,36949,33,MCF,Non,64,65,,01/09/2023,15/02/2023,17/03/2023,Biologie Cellulaire,Grenoble ou Valence,
0442953W,NANTES UNIVERSITE,103 *,0306,26-I-1,MCF,Non,64,,,01/09/2023,23/02/2023,30/03/2023,Biologie Moleculaire / Ingénierie Moléculaire et Métabolique appliquée auxGlycosciences,Nantes,
0442953W,NANTES UNIVERSITE,107 *,1503,26-I-1,MCF,Non,64,,,01/09/2023,23/02/2023,30/03/2023,Biologiste moléculaire,Nantes,
0530951W,UNIV. LE MANS (IUT LAVAL),4406 *,6400MCF0490,26-I-1,MCF,Non,64,67,65,01/09/2023,23/02/2023,30/03/2023,"Enseignement : biologie cellulaire et moléculaire, immunologie appliquées à la santéRecherche : laboratoire BiOSSE campus de Laval ; génomique fonctionnelle, biologie cellulaire végétale/animale",LAVAL,S
0542493S,UNIVERSITE DE LORRAINE,1650 *,64MCF0677,26-I-1,MCF,Non,64,,,01/09/2023,23/02/2023,30/03/2023,Biologie moléculaire en cancérologie,NANCY,
0595964M,UNIVERSITE DU LITTORAL,4355 *,,26-I-1,MCF,Non,64,66,,01/09/2023,23/02/2023,30/03/2023,"Spécialité Agroalimentaire de l'EILCO, Recherche sur le microbiote des sols (métagénomique, métatranscriptomique)",CALAIS ET BOULOGNE SUR MER,
0597215X,IUT LILLE,189 *,,26-I-1,MCF,Non,64,,,01/09/2023,23/02/2023,30/03/2023,Biochimie,Villeneuve d'Ascq,
0632084Y,UNIVERSITE CLERMONT AUVERGNE,84 *,MCF0132,26-I-1,MCF,Non,64,65,,01/09/2023,23/02/2023,30/03/2023,Enseignements théoriques et pratiques principalement en Biochimie structurale et métabolique mais aussi en techniques analytiques de dosage et purification des biomolécules.,Aurillac,
0691774D,UNIVERSITE LYON 1 (CLAUDE BERNARD),4707,2515,26-I-1,MCF,Non,64,,,01/09/2023,20/02/2023,22/03/2023,Biocatalyse et Biotechnologies,Villeurbanne,
0755890V,UNIVERSITE SORBONNE UNIVERSITE,469,,26-I-1,MCF,Non,64,65,,01/09/2023,27/01/2023,03/03/2023,Microbiologie moléculaire des procaryotes,Campus Pierre et Marie Curie,
