"Périmètre";"Périmètre.ID";"Périmètre.label";"Année";"Qualification.Candidats.PR";"Qualification.Candidats.PR.femmes";"Qualification.Qualifiés.PR";"Qualification.Qualifiés.PR.femmes";"Qualification.Candidats.MCF";"Qualification.Candidats.MCF.femmes";"Qualification.Qualifiés.MCF";"Qualification.Qualifiés.MCF.femmes";"Concours.Postes.PR";"Concours.Candidats.PR";"Concours.Candidats.PR.femmes";"Concours.Recrutés.PR";"Concours.Recrutés.PR.femmes";"Concours.Postes.MCF";"Concours.Candidats.MCF";"Concours.Candidats.MCF.femmes";"Concours.Recrutés.MCF";"Concours.Recrutés.MCF.femmes";"Effectif.MCF";"Effectif.PR";"Effectif.ETU";"Effectif.EC";"Contexte.TauxEncadrement";"Contexte.EvolRéelle";"Contexte.EvolNécessaire";"kpi.MCF.TauxTension";"kpi.MCF.TauxRéussite";"kpi.MCF.SansPoste";"kpi.MCF.TauxSélection";"kpi.MCF.TauxSélection.Qualification";"kpi.MCF.TauxSélection.Concours";"kpi.MCF.TauxSélection.QualifVsConcours";"kpi.PériodeRenouvellement"
"Section";"65";"Biologie cellulaire";"2009";154,929633795776;0,403;110;0,382;888,984300585788;59,5;662;0,588;22;38;0,421;16;0,563;45;417;0,6;42;0,619;715;263;NA;978;NA;0;NA;9,26666666666667;0,100719424460432;375;0,0472449288163182;0,744670068485778;0,0634441087613293;0,732008845466437;23,2857142857143
"Section";"65";"Biologie cellulaire";"2010";117,957789367238;0,396;87;0,379;721,074514185596;61,2;490;0,586;21;55;0,4;15;0,333;45;436;0,626;44;0,614;721;265;NA;986;NA;8;NA;9,68888888888889;0,100917431192661;392;0,0610200459652841;0,679541420977028;0,0897959183673469;0,658716272220734;22,4090909090909
"Section";"65";"Biologie cellulaire";"2011";118;0,39;92;0,402;688;62,1;473;0,596;20;54;0,481;20;0,5;30;383;0,595;29;0,655;732;263;NA;995;NA;17;NA;12,7666666666667;0,0757180156657963;354;0,0421511627906977;0,6875;0,0613107822410148;0,673748103186646;34,3103448275862
"Section";"65";"Biologie cellulaire";"2012";113;0,451;74;0,486;713;62;465;0,606;18;59;0,339;14;0,571;35;463;0,607;34;0,588;740;264;NA;1004;NA;26;NA;13,2285714285714;0,0734341252699784;429;0,0476858345021038;0,652173913043478;0,0731182795698925;0,634756995581738;29,5294117647059
"Section";"65";"Biologie cellulaire";"2013";120;0,433;98;0,398;689;62,7;485;0,596;11;22;0,318;8;0,25;25;356;0,61;25;0,72;741;264;NA;1005;NA;27;NA;14,24;0,0702247191011236;331;0,0362844702467344;0,703918722786647;0,0515463917525773;0,692771084337349;40,2
"Section";"65";"Biologie cellulaire";"2014";115;0,443;90;0,422;681;60,9;492;0,6;8;39;0,333;7;0,571;21;335;0,555;21;0,619;746;264;NA;1010;NA;32;NA;15,952380952381;0,0626865671641791;314;0,0308370044052863;0,722466960352423;0,0426829268292683;0,713636363636364;48,0952380952381
"Section";"65";"Biologie cellulaire";"2015";123;0,472;101;0,455;620;58,1;443;0,571;15;47;0,319;14;0,357;19;410;0,554;19;0,421;763;277;NA;1040;NA;62;NA;21,5789473684211;0,0463414634146341;391;0,0306451612903226;0,714516129032258;0,0428893905191874;0,705490848585691;54,7368421052632
"Section";"65";"Biologie cellulaire";"2016";121;0,471;92;0,554;548;59,9;421;0,572;11;33;0,394;10;0,4;24;360;0,522;24;0,417;752;274;NA;1026;NA;48;NA;15;0,0666666666666667;336;0,0437956204379562;0,768248175182482;0,0570071258907363;0,75763358778626;42,75
"Section";"65";"Biologie cellulaire";"2017";102;0,431;85;0,482;466;60,9;334;0,584;9;23;0,478;8;0,375;11;152;0,592;11;0,545;752;279;NA;1031;NA;53;NA;13,8181818181818;0,0723684210526316;141;0,0236051502145923;0,716738197424893;0,0329341317365269;0,70989010989011;93,7272727272727
"Section";"65";"Biologie cellulaire";"2018";105;0,505;83;0,482;424;59,4;324;0,59;6;14;0,571;5;0,8;19;268;0,53;19;0,474;753;283;NA;1036;NA;58;NA;14,1052631578947;0,0708955223880597;249;0,044811320754717;0,764150943396226;0,058641975308642;0,753086419753086;54,5263157894737
"Section";"65";"Biologie cellulaire";"2019";84;0,429;70;0,429;395;55,7;318;0,538;5;32;0,406;4;0,75;13;193;0,606;11;0,273;NA;NA;NA;NA;NA;NA;NA;14,8461538461538;0,0569948186528497;182;0,0278481012658228;0,80506329113924;0,0345911949685535;0,799479166666667;NA
"Section";"66";"Physiologie";"2009";97,7513058137003;0,388;61;0,426;555,429281912573;55,9;272;0,574;17;48;0,333;14;0,286;35;303;0,554;32;0,406;561;213;NA;774;NA;0;NA;8,65714285714286;0,105610561056106;271;0,0576130950277068;0,489711307735508;0,117647058823529;0,45851466147071;24,1875
"Section";"66";"Physiologie";"2010";69,9427446770442;0,422;37;0,405;459,154873047727;59,7;202;0,584;13;23;0,261;11;0,273;33;289;0,509;30;0,4;558;217;NA;775;NA;1;NA;8,75757575757576;0,103806228373702;259;0,0653374313570263;0,439938704470644;0,148514851485149;0,400787712786548;25,8333333333333
"Section";"66";"Physiologie";"2011";80;0,375;45;0,267;382;57,9;182;0,571;14;41;0,415;12;0,417;21;251;0,55;21;0,381;551;218;NA;769;NA;-5;NA;11,952380952381;0,0836653386454183;230;0,0549738219895288;0,476439790575916;0,115384615384615;0,445983379501385;36,6190476190476
"Section";"66";"Physiologie";"2012";69;0,348;40;0,4;419;60,9;193;0,575;7;29;0,345;6;0,333;20;190;0,489;18;0,389;540;210;NA;750;NA;-24;NA;9,5;0,0947368421052632;172;0,0429594272076372;0,460620525059666;0,0932642487046632;0,43640897755611;41,6666666666667
"Section";"66";"Physiologie";"2013";67;0,358;44;0,25;428;59,1;247;0,551;6;20;0,35;5;0,4;7;107;0,486;7;0,429;550;213;NA;763;NA;-11;NA;15,2857142857143;0,0654205607476635;100;0,0163551401869159;0,577102803738318;0,0283400809716599;0,570071258907363;109
"Section";"66";"Physiologie";"2014";69;0,435;44;0,386;362;58;206;0,568;5;15;0,133;5;0,2;19;281;0,566;19;0,632;546;207;NA;753;NA;-21;NA;14,7894736842105;0,0676156583629893;262;0,0524861878453039;0,569060773480663;0,0922330097087379;0,545189504373178;39,6315789473684
"Section";"66";"Physiologie";"2015";77;0,416;52;0,423;361;55,4;208;0,534;4;12;0,417;4;0,75;14;150;0,473;14;0,643;550;194;NA;744;NA;-30;NA;10,7142857142857;0,0933333333333333;136;0,038781163434903;0,57617728531856;0,0673076923076923;0,559077809798271;53,1428571428571
"Section";"66";"Physiologie";"2016";63;0,349;46;0,37;335;60;213;0,596;6;13;0,615;6;0,333;15;222;0,509;14;0,5;544;197;NA;741;NA;-33;NA;14,8;0,0630630630630631;208;0,0417910447761194;0,635820895522388;0,0657276995305164;0,61993769470405;52,9285714285714
"Section";"66";"Physiologie";"2017";55;0,418;43;0,488;278;60,4;188;0,574;3;10;0,2;3;0,333;11;210;0,567;11;0,364;548;196;NA;744;NA;-30;NA;19,0909090909091;0,0523809523809524;199;0,039568345323741;0,676258992805755;0,0585106382978723;0,662921348314607;67,6363636363636
"Section";"66";"Physiologie";"2018";64;0,406;47;0,404;249;58,2;168;0,53;5;12;0,25;4;0;6;87;0,391;6;0,167;537;192;NA;729;NA;-45;NA;14,5;0,0689655172413793;81;0,0240963855421687;0,674698795180723;0,0357142857142857;0,666666666666667;121,5
"Section";"66";"Physiologie";"2019";56;0,304;46;0,37;206;53,4;161;0,509;5;10;0,2;4;0;5;47;0,532;5;0,6;NA;NA;NA;NA;NA;NA;NA;9,4;0,106382978723404;42;0,0242718446601942;0,781553398058252;0,031055900621118;0,776119402985075;NA
"Section";"67";"Biologie des populations et écologie";"2009";74,9070204532891;0,363;50;0,36;401,015403691773;54,1;205;0,527;21;44;0,273;19;0,368;33;259;0,494;31;0,387;501;175;NA;676;NA;0;NA;7,84848484848485;0,11969111969112;228;0,0773037636824223;0,51120230822247;0,151219512195122;0,470250692981809;21,8064516129032
"Section";"67";"Biologie des populations et écologie";"2010";58,4439390349838;0,38;39;0,359;324,669785754461;54,7;138;0,522;8;16;0,188;7;0,286;41;253;0,482;36;0,5;507;181;NA;688;NA;12;NA;6,17073170731707;0,142292490118577;217;0,110881891631351;0,425047251253511;0,260869565217391;0,353344911845952;19,1111111111111
"Section";"67";"Biologie des populations et écologie";"2011";56;0,321;40;0,35;387;51,9;218;0,505;15;46;0,304;13;0,538;30;245;0,445;29;0,31;514;185;NA;699;NA;23;NA;8,16666666666667;0,118367346938776;216;0,0749354005167959;0,563307493540052;0,13302752293578;0,527932960893855;24,1034482758621
"Section";"67";"Biologie des populations et écologie";"2012";62;0,387;51;0,353;344;57;208;0,558;15;24;0,25;13;0,308;26;216;0,546;24;0,625;519;186;NA;705;NA;29;NA;8,30769230769231;0,111111111111111;192;0,0697674418604651;0,604651162790698;0,115384615384615;0,575;29,375
"Section";"67";"Biologie des populations et écologie";"2013";54;0,315;43;0,302;400;54,8;249;0,506;6;13;0,385;6;0,5;18;202;0,495;16;0,5;525;184;NA;709;NA;33;NA;11,2222222222222;0,0792079207920792;186;0,04;0,6225;0,0642570281124498;0,606770833333333;44,3125
"Section";"67";"Biologie des populations et écologie";"2014";55;0,327;38;0,289;357;56;212;0,552;10;30;0,467;9;0,556;23;263;0,506;23;0,391;515;186;NA;701;NA;25;NA;11,4347826086957;0,0874524714828897;240;0,0644257703081232;0,593837535014006;0,108490566037736;0,565868263473054;30,4782608695652
"Section";"67";"Biologie des populations et écologie";"2015";43;0,302;37;0,297;342;52,9;219;0,452;9;24;0,333;9;0,444;14;197;0,523;14;0,286;515;195;NA;710;NA;34;NA;14,0714285714286;0,0710659898477157;183;0,0409356725146199;0,640350877192982;0,0639269406392694;0,625;50,7142857142857
"Section";"67";"Biologie des populations et écologie";"2016";54;0,333;41;0,293;327;54,7;208;0,51;6;19;0,368;5;0,2;11;140;0,507;11;0,364;499;195;NA;694;NA;18;NA;12,7272727272727;0,0785714285714286;129;0,0336391437308868;0,636085626911315;0,0528846153846154;0,623417721518987;63,0909090909091
"Section";"67";"Biologie des populations et écologie";"2017";64;0,438;48;0,396;303;60,1;204;0,598;11;39;0,308;10;0,5;12;142;0,493;12;0,5;501;193;NA;694;NA;18;NA;11,8333333333333;0,0845070422535211;130;0,0396039603960396;0,673267326732673;0,0588235294117647;0,65979381443299;57,8333333333333
"Section";"67";"Biologie des populations et écologie";"2018";55;0,436;39;0,462;306;51,6;222;0,5;6;17;0,353;5;0,2;14;191;0,482;13;0,308;504;193;NA;697;NA;21;NA;13,6428571428571;0,0680628272251309;178;0,042483660130719;0,725490196078431;0,0585585585585586;0,713310580204778;53,6153846153846
"Section";"67";"Biologie des populations et écologie";"2019";46;0,391;35;0,371;320;53,8;214;0,495;5;13;0,154;4;0,25;8;125;0,528;8;0,25;NA;NA;NA;NA;NA;NA;NA;15,625;0,064;117;0,025;0,66875;0,0373831775700935;0,66025641025641;NA
"Section";"68";"Biologie des organismes";"2009";87,6297216937927;0,438;63;0,46;419,341904953317;57,5;256;0,578;9;15;0,267;9;0,333;21;176;0,517;20;0,4;364;142;NA;506;NA;0;NA;8,38095238095238;0,113636363636364;156;0,0476937786654699;0,610480366918014;0,078125;0,590972289841679;25,3
"Section";"68";"Biologie des organismes";"2010";64,1574748115268;0,354;48;0,375;354,059740262782;56,8;249;0,514;8;12;0,25;8;0,25;12;114;0,456;12;0,417;360;145;NA;505;NA;-1;NA;9,5;0,105263157894737;102;0,033892585446438;0,703271148013589;0,0481927710843374;0,692861427708296;42,0833333333333
"Section";"68";"Biologie des organismes";"2011";60;0,35;42;0,381;347;60,5;246;0,593;5;9;0,444;5;0,6;15;134;0,493;14;0,429;357;145;NA;502;NA;-4;NA;8,93333333333333;0,104477611940299;120;0,0403458213256484;0,708933717579251;0,0569105691056911;0,696696696696697;35,8571428571429
"Section";"68";"Biologie des organismes";"2012";59;0,356;47;0,34;362;58,3;269;0,572;7;17;0,176;7;0;16;181;0,503;15;0,4;355;147;NA;502;NA;-4;NA;11,3125;0,0828729281767956;166;0,0414364640883978;0,743093922651934;0,0557620817843866;0,731988472622478;33,4666666666667
"Section";"68";"Biologie des organismes";"2013";64;0,422;51;0,431;359;56,3;263;0,536;7;17;0,412;7;0,286;11;116;0,517;10;0,6;353;146;NA;499;NA;-7;NA;10,5454545454545;0,0862068965517241;106;0,0278551532033426;0,732590529247911;0,0380228136882129;0,724928366762178;49,9
"Section";"68";"Biologie des organismes";"2014";58;0,431;44;0,455;347;66,9;255;0,616;4;6;0;4;0;8;139;0,504;8;0,625;347;150;NA;497;NA;-9;NA;17,375;0,0575539568345324;131;0,0230547550432277;0,734870317002882;0,0313725490196078;0,728613569321534;62,125
"Section";"68";"Biologie des organismes";"2015";43;0,372;32;0,406;318;57,5;258;0,558;5;14;0,5;5;0,6;5;57;0,509;5;0,8;346;150;NA;496;NA;-10;NA;11,4;0,087719298245614;52;0,0157232704402516;0,811320754716981;0,0193798449612403;0,808306709265176;99,2
"Section";"68";"Biologie des organismes";"2016";31;0,419;24;0,333;218;62,8;179;0,609;4;5;0,6;4;0,5;8;110;0,545;6;0,833;344;153;NA;497;NA;-9;NA;13,75;0,0545454545454545;104;0,0275229357798165;0,821100917431193;0,0335195530726257;0,816037735849057;82,8333333333333
"Section";"68";"Biologie des organismes";"2017";34;0,5;29;0,517;249;63,9;208;0,649;4;9;0,556;4;0,75;11;137;0,555;10;0,7;343;152;NA;495;NA;-11;NA;12,4545454545455;0,072992700729927;127;0,0401606425702811;0,835341365461847;0,0480769230769231;0,828451882845188;49,5
"Section";"68";"Biologie des organismes";"2018";56;0,589;49;0,592;261;55,9;217;0,548;2;7;0,571;2;0;7;82;0,561;6;0,667;338;154;NA;492;NA;-14;NA;11,7142857142857;0,0731707317073171;76;0,0229885057471264;0,831417624521073;0,0276497695852535;0,827450980392157;82
"Section";"68";"Biologie des organismes";"2019";50;0,38;41;0,415;322;55;260;0,519;3;5;0,4;3;0,667;5;52;0,577;5;0,6;NA;NA;NA;NA;NA;NA;NA;10,4;0,0961538461538462;47;0,015527950310559;0,807453416149068;0,0192307692307692;0,804416403785489;NA
"Section";"69";"Neurosciences";"2009";80,740145355999;0,409;32;0,406;315,793843589932;55,4;259;0,552;9;25;0,32;8;0,5;10;119;0,513;9;0,444;276;112;NA;388;NA;0;NA;11,9;0,0756302521008403;110;0,0284996056214661;0,820155317328857;0,0347490347490347;0,814879454798174;43,1111111111111
"Section";"69";"Neurosciences";"2010";47,7495483288166;0,418;22;0,5;222,528304291351;56,3;163;0,546;12;23;0,478;9;0,222;11;116;0,526;11;0,455;280;117;NA;397;NA;9;NA;10,5454545454545;0,0948275862068965;105;0,0494319139986703;0,732491089253024;0,0674846625766871;0,718579957936225;36,0909090909091
"Section";"69";"Neurosciences";"2011";40;0,425;20;0,5;219;49,8;160;0,463;12;27;0,37;12;0,5;18;153;0,536;18;0,333;286;115;NA;401;NA;13;NA;8,5;0,117647058823529;135;0,0821917808219178;0,730593607305936;0,1125;0,706467661691542;22,2777777777778
"Section";"69";"Neurosciences";"2012";34;0,235;25;0,24;249;59,8;178;0,584;4;14;0,357;4;0,5;13;98;0,429;13;0,385;286;116;NA;402;NA;14;NA;7,53846153846154;0,13265306122449;85;0,0522088353413655;0,714859437751004;0,0730337078651685;0,699152542372881;30,9230769230769
"Section";"69";"Neurosciences";"2013";39;0,308;33;0,303;218;50,5;167;0,497;5;12;0,25;5;0,2;7;87;0,529;7;0,571;281;117;NA;398;NA;10;NA;12,4285714285714;0,0804597701149425;80;0,0321100917431193;0,76605504587156;0,0419161676646707;0,758293838862559;56,8571428571429
"Section";"69";"Neurosciences";"2014";49;0,531;31;0,452;268;56,7;193;0,549;6;21;0,143;3;0,333;5;64;0,578;5;0,6;282;117;NA;399;NA;11;NA;12,8;0,078125;59;0,0186567164179104;0,720149253731343;0,0259067357512953;0,714828897338403;79,8
"Section";"69";"Neurosciences";"2015";52;0,481;34;0,5;248;58,1;182;0,588;4;16;0,5;4;0,5;9;114;0,579;8;0,75;282;118;NA;400;NA;12;NA;12,6666666666667;0,0701754385964912;106;0,032258064516129;0,733870967741935;0,043956043956044;0,725;50
"Section";"69";"Neurosciences";"2016";31;0,387;21;0,429;225;56,4;175;0,543;1;2;0,5;1;1;9;92;0,554;8;0,75;287;118;NA;405;NA;17;NA;10,2222222222222;0,0869565217391304;84;0,0355555555555556;0,777777777777778;0,0457142857142857;0,769585253456221;50,625
"Section";"69";"Neurosciences";"2017";56;0,446;36;0,472;195;60;165;0,588;3;5;0,4;3;0,333;8;111;0,523;8;0,5;281;114;NA;395;NA;7;NA;13,875;0,0720720720720721;103;0,041025641025641;0,846153846153846;0,0484848484848485;0,839572192513369;49,375
"Section";"69";"Neurosciences";"2018";36;0,389;22;0,455;186;61,3;150;0,613;2;8;0,625;2;1;6;85;0,576;5;0,8;278;116;NA;394;NA;6;NA;14,1666666666667;0,0588235294117647;80;0,0268817204301075;0,806451612903226;0,0333333333333333;0,801104972375691;78,8
"Section";"69";"Neurosciences";"2019";47;0,404;33;0,394;175;53,7;138;0,514;3;9;0,333;3;0,333;9;96;0,51;9;0,667;NA;NA;NA;NA;NA;NA;NA;10,6666666666667;0,09375;87;0,0514285714285714;0,788571428571429;0,0652173913043478;0,77710843373494;NA
"Section";"7";"Sciences du langage : linguistique et phonétique générales";"2009";57,462555962556;0,493;46;0,543;302,979791294604;63;191;0,649;18;41;0,488;15;0,333;35;392;0,673;32;0,625;514;231;NA;745;NA;0;NA;11,2;0,0816326530612245;360;0,105617605264255;0,630405081421025;0,167539267015707;0,58675962233338;23,28125
"Section";"7";"Sciences du langage : linguistique et phonétique générales";"2010";51,633021299688;0,548;35;0,6;247,278771168019;66,6;172;0,721;30;78;0,654;23;0,826;40;359;0,705;38;0,816;524;225;NA;749;NA;4;NA;8,975;0,105849582172702;321;0,153672714485386;0,695571233986482;0,22093023255814;0,640294279501567;19,7105263157895
"Section";"7";"Sciences du langage : linguistique et phonétique générales";"2011";46;0,457;38;0,474;239;67,4;150;0,673;25;54;0,537;20;0,65;39;369;0,724;38;0,553;529;237;NA;766;NA;21;NA;9,46153846153846;0,102981029810298;331;0,158995815899582;0,627615062761506;0,253333333333333;0,557213930348259;20,1578947368421
"Section";"7";"Sciences du langage : linguistique et phonétique générales";"2012";48;0,438;33;0,485;279;72;191;0,754;29;59;0,61;25;0,56;42;463;0,739;39;0,795;545;238;NA;783;NA;38;NA;11,0238095238095;0,0842332613390929;424;0,139784946236559;0,684587813620072;0,204188481675393;0,633333333333333;20,0769230769231
"Section";"7";"Sciences du langage : linguistique et phonétique générales";"2013";46;0,587;30;0,633;308;72,1;203;0,729;27;72;0,472;23;0,652;49;515;0,755;43;0,814;539;243;NA;782;NA;37;NA;10,5102040816327;0,083495145631068;472;0,13961038961039;0,659090909090909;0,211822660098522;0,60377358490566;18,1860465116279
"Section";"7";"Sciences du langage : linguistique et phonétique générales";"2014";78;0,551;62;0,548;273;70;182;0,714;24;83;0,518;24;0,542;33;409;0,702;32;0,813;539;244;NA;783;NA;38;NA;12,3939393939394;0,078239608801956;377;0,117216117216117;0,666666666666667;0,175824175824176;0,622406639004149;24,46875
"Section";"7";"Sciences du langage : linguistique et phonétique générales";"2015";55;0,618;45;0,622;287;69,3;195;0,697;19;63;0,492;18;0,611;42;477;0,732;38;0,632;559;245;NA;804;NA;59;NA;11,3571428571429;0,079664570230608;439;0,132404181184669;0,679442508710801;0,194871794871795;0,630522088353414;21,1578947368421
"Section";"7";"Sciences du langage : linguistique et phonétique générales";"2016";51;0,627;43;0,651;269;69,5;186;0,688;17;61;0,525;16;0,688;40;474;0,686;39;0,718;531;240;NA;771;NA;26;NA;11,85;0,0822784810126582;435;0,144981412639405;0,691449814126394;0,209677419354839;0,639130434782609;19,7692307692308
"Section";"7";"Sciences du langage : linguistique et phonétique générales";"2017";48;0,521;36;0,528;315;70,8;200;0,685;15;71;0,535;13;0,692;20;324;0,691;16;0,75;530;234;NA;764;NA;19;NA;16,2;0,0493827160493827;308;0,0507936507936508;0,634920634920635;0,08;0,615384615384615;47,75
"Section";"7";"Sciences du langage : linguistique et phonétique générales";"2018";60;0,633;41;0,634;288;71,5;174;0,741;15;67;0,493;14;0,571;30;379;0,718;29;0,759;531;230;NA;761;NA;16;NA;12,6333333333333;0,0765171503957784;350;0,100694444444444;0,604166666666667;0,166666666666667;0,55984555984556;26,2413793103448
"Section";"7";"Sciences du langage : linguistique et phonétique générales";"2019";47;0,596;35;0,629;270;68,5;167;0,707;17;59;0,525;15;0,467;15;324;0,694;14;0,786;NA;NA;NA;NA;NA;NA;NA;21,6;0,0432098765432099;310;0,0518518518518519;0,618518518518518;0,0838323353293413;0,59765625;NA
"Section";"70";"Sciences de l'éducation";"2009";62,3817610062893;0,408;19;0,421;323,298251986095;55,4;109;0,596;29;39;0,513;23;0,435;47;381;0,585;45;0,689;462;165;NA;627;NA;0;NA;8,1063829787234;0,118110236220472;336;0,139190359748482;0,337149982501879;0,412844036697248;0,22996910524324;13,9333333333333
"Section";"70";"Sciences de l'éducation";"2010";54,474213836478;0,403;22;0,455;267,830414635539;51,5;87;0,517;17;33;0,152;13;0,231;47;380;0,537;45;0,444;477;164;NA;641;NA;14;NA;8,08510638297872;0,118421052631579;335;0,168016765613553;0,324832413519535;0,517241379310345;0,188484144180655;14,2444444444444
"Section";"70";"Sciences de l'éducation";"2011";46;0,37;18;0,444;292;53,8;99;0,606;21;43;0,395;17;0,412;45;349;0,587;44;0,477;480;170;NA;650;NA;23;NA;7,75555555555556;0,126074498567335;305;0,150684931506849;0,339041095890411;0,444444444444444;0,221774193548387;14,7727272727273
"Section";"70";"Sciences de l'éducation";"2012";54;0,315;22;0,364;261;58,2;78;0,59;25;61;0,393;20;0,5;37;395;0,565;37;0,568;489;172;NA;661;NA;34;NA;10,6756756756757;0,0936708860759494;358;0,14176245210728;0,298850574712644;0,474358974358974;0,183035714285714;17,8648648648649
"Section";"70";"Sciences de l'éducation";"2013";46;0,457;22;0,455;283;65,4;123;0,577;29;65;0,415;25;0,32;45;418;0,56;44;0,591;495;173;NA;668;NA;41;NA;9,28888888888889;0,105263157894737;374;0,15547703180212;0,434628975265018;0,357723577235772;0,330543933054393;15,1818181818182
"Section";"70";"Sciences de l'éducation";"2014";51;0,51;23;0,522;277;58,8;126;0,548;22;40;0,45;17;0,471;43;485;0,563;40;0,55;490;159;NA;649;NA;22;NA;11,2790697674419;0,0824742268041237;445;0,144404332129964;0,454873646209386;0,317460317460317;0,362869198312236;16,225
"Section";"70";"Sciences de l'éducation";"2015";50;0,54;23;0,565;294;61,9;123;0,577;23;43;0,372;17;0,294;35;512;0,563;34;0,412;515;174;NA;689;NA;62;NA;14,6285714285714;0,06640625;478;0,115646258503401;0,418367346938776;0,276422764227642;0,342307692307692;20,2647058823529
"Section";"70";"Sciences de l'éducation";"2016";57;0,456;23;0,478;310;65,5;155;0,671;26;60;0,567;23;0,652;51;544;0,638;47;0,532;504;173;NA;677;NA;50;NA;10,6666666666667;0,0863970588235294;497;0,151612903225806;0,5;0,303225806451613;0,4106463878327;14,4042553191489
"Section";"70";"Sciences de l'éducation";"2017";55;0,473;25;0,56;271;61,6;130;0,654;16;37;0,486;14;0,5;42;482;0,616;40;0,65;505;173;NA;678;NA;51;NA;11,4761904761905;0,0829875518672199;442;0,14760147601476;0,47970479704797;0,307692307692308;0,38961038961039;16,95
"Section";"70";"Sciences de l'éducation";"2018";62;0,452;34;0,412;286;63,3;127;0,669;16;45;0,533;15;0,533;41;388;0,629;37;0,514;514;174;NA;688;NA;61;NA;9,46341463414634;0,095360824742268;351;0,129370629370629;0,444055944055944;0,291338582677165;0,36144578313253;18,5945945945946
"Section";"70";"Sciences de l'éducation";"2019";44;0,614;22;0,455;297;62;126;0,635;15;54;0,481;13;0,462;36;407;0,649;31;0,613;NA;NA;NA;NA;NA;NA;NA;11,3055555555556;0,0761670761670762;376;0,104377104377104;0,424242424242424;0,246031746031746;0,357142857142857;NA
"Section";"71";"Sciences de l'information et de la communication";"2009";33,7676015305195;0,349;16;0,438;260,433257098718;50,6;72;0,528;18;30;0,267;15;0,267;46;269;0,602;43;0,605;604;164;NA;768;NA;0;NA;5,84782608695652;0,159851301115242;226;0,165109481327497;0,276462387339065;0,597222222222222;0,133374261081108;17,8604651162791
"Section";"71";"Sciences de l'information et de la communication";"2010";32,9823084716702;0,333;13;0,385;205,802142822263;54,9;60;0,683;24;36;0,306;15;0,133;42;269;0,591;38;0,605;610;171;NA;781;NA;13;NA;6,40476190476191;0,141263940520446;231;0,18464336415009;0,291542153921195;0,633333333333333;0,131106788208912;20,5526315789474
"Section";"71";"Sciences de l'information et de la communication";"2011";31;0,484;18;0,556;220;55,9;71;0,62;24;44;0,432;22;0,409;45;305;0,561;43;0,651;610;180;NA;790;NA;22;NA;6,77777777777778;0,140983606557377;262;0,195454545454545;0,322727272727273;0,605633802816901;0,15819209039548;18,3720930232558
"Section";"71";"Sciences de l'information et de la communication";"2012";40;0,375;12;0,5;225;54,7;72;0,611;16;35;0,4;13;0,308;36;300;0,583;34;0,559;631;172;NA;803;NA;35;NA;8,33333333333333;0,113333333333333;266;0,151111111111111;0,32;0,472222222222222;0,198952879581152;23,6176470588235
"Section";"71";"Sciences de l'information et de la communication";"2013";35;0,514;14;0,714;258;51,9;87;0,563;9;19;0,632;4;0,5;50;344;0,558;43;0,605;625;179;NA;804;NA;36;NA;6,88;0,125;301;0,166666666666667;0,337209302325581;0,494252873563218;0,204651162790698;18,6976744186047
"Section";"71";"Sciences de l'information et de la communication";"2014";34;0,441;17;0,588;236;53,8;69;0,609;19;50;0,5;15;0,467;34;294;0,558;32;0,375;622;172;NA;794;NA;26;NA;8,64705882352941;0,108843537414966;262;0,135593220338983;0,292372881355932;0,463768115942029;0,181372549019608;24,8125
"Section";"71";"Sciences de l'information et de la communication";"2015";33;0,424;18;0,444;225;52;84;0,536;17;46;0,413;16;0,313;36;392;0,533;36;0,667;629;172;NA;801;NA;33;NA;10,8888888888889;0,0918367346938776;356;0,16;0,373333333333333;0,428571428571429;0,253968253968254;22,25
"Section";"71";"Sciences de l'information et de la communication";"2016";46;0,587;23;0,565;214;53,3;73;0,562;18;43;0,558;15;0,533;29;265;0,562;25;0,68;613;170;NA;783;NA;15;NA;9,13793103448276;0,0943396226415094;240;0,116822429906542;0,341121495327103;0,342465753424658;0,253968253968254;31,32
"Section";"71";"Sciences de l'information et de la communication";"2017";30;0,533;11;0,273;223;57;67;0,612;16;30;0,433;14;0,643;43;353;0,578;40;0,55;619;170;NA;789;NA;21;NA;8,2093023255814;0,113314447592068;313;0,179372197309417;0,300448430493274;0,597014925373134;0,147540983606557;19,725
"Section";"71";"Sciences de l'information et de la communication";"2018";37;0,351;13;0,462;239;55,2;71;0,563;5;16;0,25;3;0;37;310;0,613;34;0,618;609;169;NA;778;NA;10;NA;8,37837837837838;0,109677419354839;276;0,142259414225941;0,297071129707113;0,47887323943662;0,180487804878049;22,8823529411765
"Section";"71";"Sciences de l'information et de la communication";"2019";31;0,774;16;0,813;230;50,4;75;0,547;10;38;0,5;10;0,7;26;249;0,598;26;0,5;NA;NA;NA;NA;NA;NA;NA;9,57692307692308;0,104417670682731;223;0,11304347826087;0,326086956521739;0,346666666666667;0,240196078431373;NA
"Section";"72";"Épistémologie, histoire des sciences et des techniques";"2009";14,2448439241918;0,353;12;0,5;116,82238694936;39,1;72;0,306;2;6;0,333;2;0;4;57;0,211;2;0;61;26;NA;87;NA;0;NA;14,25;0,0350877192982456;55;0,0171200062952571;0,616320226629254;0,0277777777777778;0,609637213262881;43,5
