"Périmètre";"Périmètre.ID";"Périmètre.label";"Année";"Qualification.Candidats.PR";"Qualification.Candidats.PR.femmes";"Qualification.Qualifiés.PR";"Qualification.Qualifiés.PR.femmes";"Qualification.Candidats.MCF";"Qualification.Candidats.MCF.femmes";"Qualification.Qualifiés.MCF";"Qualification.Qualifiés.MCF.femmes";"Concours.Postes.PR";"Concours.Candidats.PR";"Concours.Candidats.PR.femmes";"Concours.Recrutés.PR";"Concours.Recrutés.PR.femmes";"Concours.Postes.MCF";"Concours.Candidats.MCF";"Concours.Candidats.MCF.femmes";"Concours.Recrutés.MCF";"Concours.Recrutés.MCF.femmes";"Effectif.MCF";"Effectif.PR";"Effectif.ETU";"Effectif.EC";"Contexte.TauxEncadrement";"Contexte.EvolRéelle";"Contexte.EvolNécessaire";"kpi.MCF.TauxTension";"kpi.MCF.TauxRéussite";"kpi.MCF.SansPoste";"kpi.MCF.TauxSélection";"kpi.MCF.TauxSélection.Qualification";"kpi.MCF.TauxSélection.Concours";"kpi.MCF.TauxSélection.QualifVsConcours";"kpi.PériodeRenouvellement"
"Section";"72";"Épistémologie, histoire des sciences et des techniques";"2010";17,5965719063545;0,286;12;0,25;90,4714725998801;34;48;0,438;1;2;0;1;0;4;55;0,345;4;0,5;62;26;NA;88;NA;1;NA;13,75;0,0727272727272727;51;0,0442128317916348;0,530553981499618;0,0833333333333333;0,508838333349501;22
"Section";"72";"Épistémologie, histoire des sciences et des techniques";"2011";20;0,35;14;0,429;110;37,3;67;0,433;5;26;0,269;3;0,667;4;93;0,312;4;0,25;59;23;NA;82;NA;-5;NA;23,25;0,043010752688172;89;0,0363636363636364;0,609090909090909;0,0597014925373134;0,594339622641509;20,5
"Section";"72";"Épistémologie, histoire des sciences et des techniques";"2012";20;0,25;13;0,154;107;40,2;81;0,395;0;0;NA;0;NA;3;57;0,281;3;0,667;64;24;NA;88;NA;1;NA;19;0,0526315789473684;54;0,0280373831775701;0,757009345794392;0,037037037037037;0,75;29,3333333333333
"Section";"72";"Épistémologie, histoire des sciences et des techniques";"2013";14;0,429;9;0,333;91;34,1;66;0,364;1;5;0;1;0;3;70;0,314;3;0,667;63;22;NA;85;NA;-2;NA;23,3333333333333;0,0428571428571429;67;0,032967032967033;0,725274725274725;0,0454545454545455;0,715909090909091;28,3333333333333
"Section";"72";"Épistémologie, histoire des sciences et des techniques";"2014";17;0,118;15;0,133;100;33;75;0,32;0;0;NA;0;NA;1;54;0,315;1;0;62;21;NA;83;NA;-4;NA;54;0,0185185185185185;53;0,01;0,75;0,0133333333333333;0,747474747474748;83
"Section";"72";"Épistémologie, histoire des sciences et des techniques";"2015";17;0,353;15;0,333;106;40,6;82;0,402;2;21;0,19;2;0,5;2;52;0,442;2;0;69;21;NA;90;NA;3;NA;26;0,0384615384615385;50;0,0188679245283019;0,773584905660377;0,024390243902439;0,769230769230769;45
"Section";"72";"Épistémologie, histoire des sciences et des techniques";"2016";22;0,318;15;0,333;99;37,4;71;0,38;0;0;0;0;0;2;89;0,393;2;0,5;66;22;NA;88;NA;1;NA;44,5;0,0224719101123595;87;0,0202020202020202;0,717171717171717;0,028169014084507;0,711340206185567;44
"Section";"72";"Épistémologie, histoire des sciences et des techniques";"2017";30;0,3;22;0,227;104;35,6;86;0,337;2;16;0,25;2;0,5;2;75;0,453;2;0,5;69;22;NA;91;NA;4;NA;37,5;0,0266666666666667;73;0,0192307692307692;0,826923076923077;0,0232558139534884;0,823529411764706;45,5
"Section";"72";"Épistémologie, histoire des sciences et des techniques";"2018";21;0,238;18;0,278;117;39,3;86;0,384;0;0;0;0;0;1;42;0,405;1;0;69;24;NA;93;NA;6;NA;42;0,0238095238095238;41;0,00854700854700855;0,735042735042735;0,0116279069767442;0,732758620689655;93
"Section";"72";"Épistémologie, histoire des sciences et des techniques";"2019";24;0,167;20;0,15;144;43,8;105;0,429;1;4;0,25;1;0;1;28;0,5;1;1;NA;NA;NA;NA;NA;NA;NA;28;0,0357142857142857;27;0,00694444444444444;0,729166666666667;0,00952380952380952;0,727272727272727;NA
"Section";"73";"Cultures et langues régionales";"2009";6,66666666666667;0,429;5;0,4;41,1906867079281;46;25;0,4;4;10;0,5;4;0,5;2;14;0,429;2;1;32;24;NA;56;NA;0;NA;7;0,142857142857143;12;0,0485546651402404;0,606933314253005;0,08;0,586874125768947;28
"Section";"73";"Cultures et langues régionales";"2010";1,9047619047619;0;2;0;32,9525493663425;47,5;13;0,231;2;3;0,333;2;0;4;18;0,556;2;0,5;33;24;NA;57;NA;1;NA;4,5;0,111111111111111;16;0,0606933314253005;0,394506654264453;0,153846153846154;0,355382681723829;28,5
"Section";"73";"Cultures et langues régionales";"2011";1;0;1;0;22;40,9;9;0,333;2;2;0;1;0;2;6;0,167;2;0,5;32;26;NA;58;NA;2;NA;3;0,333333333333333;4;0,0909090909090909;0,409090909090909;0,222222222222222;0,35;29
"Section";"73";"Cultures et langues régionales";"2012";3;0;3;0;39;46,2;22;0,455;3;3;0;3;0;3;9;0,444;3;0,667;29;27;NA;56;NA;0;NA;3;0,333333333333333;6;0,0769230769230769;0,564102564102564;0,136363636363636;0,527777777777778;18,6666666666667
"Section";"73";"Cultures et langues régionales";"2013";6;0,667;4;0,75;33;48,5;19;0,368;3;3;0,333;3;0,333;1;8;0,5;0;0;28;25;NA;53;NA;-3;NA;8;0;8;0;0,575757575757576;0;0,575757575757576;Inf
"Section";"73";"Cultures et langues régionales";"2014";6;0,333;6;0,333;27;33,3;17;0,176;0;0;NA;0;NA;2;11;0,091;2;0;26;25;NA;51;NA;-5;NA;5,5;0,181818181818182;9;0,0740740740740741;0,62962962962963;0,117647058823529;0,6;25,5
"Section";"73";"Cultures et langues régionales";"2015";7;0,429;7;0,429;28;46,4;14;0,429;3;4;0,75;3;0,667;2;9;0,556;2;0,5;27;24;NA;51;NA;-5;NA;4,5;0,222222222222222;7;0,0714285714285714;0,5;0,142857142857143;0,461538461538462;25,5
"Section";"73";"Cultures et langues régionales";"2016";2;1;1;1;28;60,7;16;0,5;1;1;0;1;0;1;4;0,25;1;0;34;22;NA;56;NA;0;NA;4;0,25;3;0,0357142857142857;0,571428571428571;0,0625;0,555555555555556;56
"Section";"73";"Cultures et langues régionales";"2017";3;0,333;2;0,5;24;45,8;20;0,45;0;0;0;0;0;4;15;0,533;4;0,75;27;20;NA;47;NA;-9;NA;3,75;0,266666666666667;11;0,166666666666667;0,833333333333333;0,2;0,8;11,75
"Section";"73";"Cultures et langues régionales";"2018";2;0,5;2;0,5;30;53,3;19;0,421;2;4;0,5;2;1;1;7;0,143;1;0;29;20;NA;49;NA;-7;NA;7;0,142857142857143;6;0,0333333333333333;0,633333333333333;0,0526315789473684;0,620689655172414;49
"Section";"73";"Cultures et langues régionales";"2019";4;0,5;4;0,5;20;35;16;0,375;1;1;0;1;0;3;12;0,5;3;0,667;NA;NA;NA;NA;NA;NA;NA;4;0,25;9;0,15;0,8;0,1875;0,764705882352941;NA
"Section";"74";"Sciences et techniques des activités physiques et sportives";"2009";40,0847222222222;0,265;19;0,316;200,457659955976;34,4;98;0,347;14;30;0,167;12;0,083;41;235;0,37;39;0,436;593;152;NA;745;NA;0;NA;5,73170731707317;0,165957446808511;196;0,194554800293314;0,488881293044738;0,397959183673469;0,36542087886129;19,1025641025641
"Section";"74";"Sciences et techniques des activités physiques et sportives";"2010";41,7208333333333;0,294;21;0,286;163,573450524076;33,3;86;0,244;20;37;0,216;15;0,267;36;233;0,326;34;0,206;605;164;NA;769;NA;24;NA;6,47222222222222;0,145922746781116;199;0,207857692621063;0,525757693100335;0,395348837209302;0,401316780479948;22,6176470588235
"Section";"74";"Sciences et techniques des activités physiques et sportives";"2011";41;0,122;18;0,111;158;39,2;92;0,359;12;31;0,129;12;0,083;43;245;0,392;39;0,41;618;166;NA;784;NA;39;NA;5,69767441860465;0,159183673469388;206;0,246835443037975;0,582278481012658;0,423913043478261;0,445378151260504;20,1025641025641
"Section";"74";"Sciences et techniques des activités physiques et sportives";"2012";49;0,204;18;0,111;173;37,6;77;0,377;9;20;0,35;9;0,222;43;239;0,347;40;0,325;637;166;NA;803;NA;58;NA;5,55813953488372;0,167364016736402;199;0,23121387283237;0,445086705202312;0,519480519480519;0,278195488721804;20,075
"Section";"74";"Sciences et techniques des activités physiques et sportives";"2013";47;0,17;14;0,286;162;31,5;90;0,278;7;16;0,125;7;0,286;42;243;0,329;42;0,262;641;168;NA;809;NA;64;NA;5,78571428571429;0,172839506172839;201;0,259259259259259;0,555555555555556;0,466666666666667;0,4;19,2619047619048
"Section";"74";"Sciences et techniques des activités physiques et sportives";"2014";46;0,304;17;0,353;149;41,6;82;0,354;13;37;0,216;12;0,083;39;280;0,35;39;0,359;657;171;NA;828;NA;83;NA;7,17948717948718;0,139285714285714;241;0,261744966442953;0,550335570469799;0,475609756097561;0,390909090909091;21,2307692307692
"Section";"74";"Sciences et techniques des activités physiques et sportives";"2015";41;0,293;15;0,333;147;44,9;86;0,453;9;25;0,44;8;0,375;42;291;0,381;40;0,375;646;167;NA;813;NA;68;NA;6,92857142857143;0,13745704467354;251;0,272108843537415;0,585034013605442;0,465116279069767;0,429906542056075;20,325
"Section";"74";"Sciences et techniques des activités physiques et sportives";"2016";48;0,271;22;0,318;148;36,5;78;0,282;10;29;0,276;10;0,5;29;221;0,362;27;0,407;642;166;NA;808;NA;63;NA;7,62068965517241;0,122171945701357;194;0,182432432432432;0,527027027027027;0,346153846153846;0,421487603305785;29,9259259259259
"Section";"74";"Sciences et techniques des activités physiques et sportives";"2017";37;0,27;18;0,278;122;32,8;66;0,258;8;28;0,143;7;0,286;29;217;0,341;27;0,333;648;174;NA;822;NA;77;NA;7,48275862068965;0,124423963133641;190;0,221311475409836;0,540983606557377;0,409090909090909;0,410526315789474;30,4444444444444
"Section";"74";"Sciences et techniques des activités physiques et sportives";"2018";58;0,19;30;0,067;158;36,1;86;0,337;13;36;0,139;13;0,308;50;244;0,34;47;0,34;660;172;NA;832;NA;87;NA;4,88;0,192622950819672;197;0,29746835443038;0,544303797468354;0,546511627906977;0,351351351351351;17,7021276595745
"Section";"74";"Sciences et techniques des activités physiques et sportives";"2019";40;0,225;20;0,2;173;38,7;98;0,367;8;23;0,174;8;0,25;48;238;0,395;42;0,405;NA;NA;NA;NA;NA;NA;NA;4,95833333333333;0,176470588235294;196;0,242774566473988;0,566473988439306;0,428571428571429;0,427480916030534;NA
"Section";"76";"Théologie catholique";"2009";1,88888888888889;0,5;0;NA;13,3134920634921;46,7;5;0,4;1;1;0;1;0;1;3;0;0;0;15;18;NA;33;NA;0;NA;3;0;3;0;0,375558867362145;0;0,375558867362145;Inf
"Section";"76";"Théologie catholique";"2010";2,83333333333333;0,667;1;0;12,4259259259259;35,7;4;0,25;1;1;0;1;0;0;0;0;0;NA;13;18;NA;31;NA;-2;NA;NA;NA;0;0;0,321907600596126;0;0,321907600596126;Inf
"Section";"76";"Théologie catholique";"2011";5;0,4;4;0,25;16;25;10;0,1;0;0;NA;0;NA;0;0;NA;0;NA;13;18;NA;31;NA;-2;NA;NA;NA;0;0;0,625;0;0,625;Inf
"Section";"76";"Théologie catholique";"2012";6;0,5;3;0,667;11;0;6;0;1;3;0,333;1;0;1;10;0,2;1;0;13;17;NA;30;NA;-3;NA;10;0,1;9;0,0909090909090909;0,545454545454545;0,166666666666667;0,5;30
"Section";"76";"Théologie catholique";"2013";3;0,333;1;0;18;27,8;9;0,333;1;1;0;1;0;1;9;0,111;1;0;15;14;NA;29;NA;-4;NA;9;0,111111111111111;8;0,0555555555555556;0,5;0,111111111111111;0,470588235294118;29
"Section";"76";"Théologie catholique";"2014";4;0,5;3;0,667;13;30,8;5;0;0;0;NA;0;NA;2;13;0,077;2;0;16;13;NA;29;NA;-4;NA;6,5;0,153846153846154;11;0,153846153846154;0,384615384615385;0,4;0,272727272727273;14,5
"Section";"76";"Théologie catholique";"2015";2;0,5;2;0,5;13;7,7;8;0,125;0;0;0;0;0;1;3;0;1;0;16;12;NA;28;NA;-5;NA;3;0,333333333333333;2;0,0769230769230769;0,615384615384615;0,125;0,583333333333333;28
"Section";"76";"Théologie catholique";"2016";1;0;1;0;11;0;4;0;2;3;1;2;1;2;15;0,267;2;0;17;13;NA;30;NA;-3;NA;7,5;0,133333333333333;13;0,181818181818182;0,363636363636364;0,5;0,222222222222222;15
"Section";"76";"Théologie catholique";"2017";4;0;4;0;25;32;15;0,467;0;0;0;0;0;2;8;0,625;1;0;20;12;NA;32;NA;-1;NA;4;0,125;7;0,04;0,6;0,0666666666666667;0,583333333333333;32
"Section";"76";"Théologie catholique";"2018";3;0,667;2;0,5;10;20;7;0,143;0;0;0;0;0;3;46;0,348;3;0,333;19;14;NA;33;NA;0;NA;15,3333333333333;0,0652173913043478;43;0,3;0,7;0,428571428571429;0,571428571428571;11
"Section";"77";"Théologie protestante";"2009";0;NA;0;NA;10,2857142857143;50;5;0,2;1;1;0;1;0;3;5;0;2;0;7;16;NA;23;NA;0;NA;1,66666666666667;0,4;3;0,194444444444444;0,48611111111111;0,4;0,362068965517241;11,5
"Section";"77";"Théologie protestante";"2010";1;1;0;0;12,8571428571429;26,7;7;0,143;NA;NA;NA;NA;NA;1;1;0;0;0;8;16;NA;24;NA;1;NA;1;0;1;0;0,544444444444443;0;0,544444444444443;Inf
"Section";"77";"Théologie protestante";"2011";2;0;1;0;7;71,4;3;1;0;0;NA;0;NA;1;6;0,333;1;1;7;16;NA;23;NA;0;NA;6;0,166666666666667;5;0,142857142857143;0,428571428571429;0,333333333333333;0,333333333333333;23
"Section";"77";"Théologie protestante";"2012";4;0,5;3;0,333;5;60;4;0,5;1;2;0;1;0;0;0;NA;NA;NA;7;16;NA;23;NA;0;NA;NA;NA;NA;NA;0,8;NA;NA;NA
"Section";"77";"Théologie protestante";"2013";0;0;0;0;4;25;1;1;0;0;NA;0;NA;0;0;NA;NA;NA;6;15;NA;21;NA;-2;NA;NA;NA;NA;NA;0,25;NA;NA;NA
"Section";"77";"Théologie protestante";"2014";1;0;1;0;6;16,7;4;0;0;0;NA;0;NA;0;0;NA;NA;NA;5;12;NA;17;NA;-6;NA;NA;NA;NA;NA;0,666666666666667;NA;NA;NA
"Section";"77";"Théologie protestante";"2015";2;0;2;0;7;28,6;2;0;1;1;0;1;0;0;0;0;0;0;4;13;NA;17;NA;-6;NA;NA;NA;0;0;0,285714285714286;0;0,285714285714286;Inf
"Section";"77";"Théologie protestante";"2016";1;0;1;0;5;60;3;0,667;1;1;0;1;0;0;0;0;0;0;4;14;NA;18;NA;-5;NA;NA;NA;0;0;0,6;0;0,6;Inf
"Section";"77";"Théologie protestante";"2017";0;0;0;0;9;22,2;4;0,25;1;2;0;1;0;1;7;0,429;1;0;4;14;NA;18;NA;-5;NA;7;0,142857142857143;6;0,111111111111111;0,444444444444444;0,25;0,375;18
"Section";"77";"Théologie protestante";"2018";2;0,5;1;0;7;0;5;0;0;0;0;0;0;0;0;0;0;0;4;14;NA;18;NA;-5;NA;NA;NA;0;0;0,714285714285714;0;0,714285714285714;Inf
"Section";"8";"Langues et littératures anciennes";"2009";20,0240384615385;0,714;18;0,667;62,9326923076923;60;48;0,583;6;20;0,7;5;0,6;10;90;0,611;9;0,556;222;131;NA;353;NA;0;NA;9;0,1;81;0,143009931245225;0,762719633307869;0,1875;0,723123551435194;39,2222222222222
"Section";"8";"Langues et littératures anciennes";"2010";10,4887820512821;0,727;7;0,714;71,0240384615385;62;49;0,653;6;18;0,556;6;0,5;10;120;0,65;10;0,6;222;126;NA;348;NA;-5;NA;12;0,0833333333333333;110;0,140797400663372;0,689907263250524;0,204081632653061;0,639092413141101;34,8
"Section";"8";"Langues et littératures anciennes";"2011";7;0,571;6;0,5;46;54,3;36;0,556;4;13;0,538;4;0,25;6;83;0,627;6;0,667;217;122;NA;339;NA;-14;NA;13,8333333333333;0,072289156626506;77;0,130434782608696;0,782608695652174;0,166666666666667;0,75;56,5
"Section";"8";"Langues et littératures anciennes";"2012";12;0,667;10;0,6;57;68,4;47;0,66;6;27;0,407;6;0,5;8;82;0,61;8;0,25;207;118;NA;325;NA;-28;NA;10,25;0,0975609756097561;74;0,140350877192982;0,824561403508772;0,170212765957447;0,795918367346939;40,625
"Section";"8";"Langues et littératures anciennes";"2013";15;0,667;12;0,667;59;66,1;45;0,733;6;22;0,636;6;0,833;3;71;0,634;3;0,667;209;114;NA;323;NA;-30;NA;23,6666666666667;0,0422535211267606;68;0,0508474576271186;0,76271186440678;0,0666666666666667;0,75;107,666666666667
"Section";"8";"Langues et littératures anciennes";"2014";22;0,636;18;0,611;64;54,7;45;0,578;3;17;0,647;2;0,5;9;115;0,678;9;0,667;206;111;NA;317;NA;-36;NA;12,7777777777778;0,0782608695652174;106;0,140625;0,703125;0,2;0,654545454545455;35,2222222222222
"Section";"8";"Langues et littératures anciennes";"2015";14;0,714;12;0,667;55;61,8;42;0,69;3;7;0,714;3;0,667;1;46;0,717;1;1;199;108;NA;307;NA;-46;NA;46;0,0217391304347826;45;0,0181818181818182;0,763636363636364;0,0238095238095238;0,759259259259259;307
"Section";"8";"Langues et littératures anciennes";"2016";16;0,688;15;0,667;55;58,2;43;0,651;5;23;0,565;5;0,4;3;80;0,663;3;0,667;189;102;NA;291;NA;-62;NA;26,6666666666667;0,0375;77;0,0545454545454545;0,781818181818182;0,0697674418604651;0,769230769230769;97
"Section";"8";"Langues et littératures anciennes";"2017";13;0,615;12;0,583;63;63,5;49;0,653;6;23;0,696;6;0,5;5;78;0,667;5;0,2;185;99;NA;284;NA;-69;NA;15,6;0,0641025641025641;73;0,0793650793650794;0,777777777777778;0,102040816326531;0,758620689655172;56,8
"Section";"8";"Langues et littératures anciennes";"2018";15;0,533;10;0,5;43;55,8;35;0,514;7;29;0,621;7;0,571;5;104;0,644;5;0,8;187;94;NA;281;NA;-72;NA;20,8;0,0480769230769231;99;0,116279069767442;0,813953488372093;0,142857142857143;0,789473684210526;56,2
"Section";"8";"Langues et littératures anciennes";"2019";18;0,556;16;0,5;62;69,4;47;0,702;3;16;0,5;3;0,333;7;108;0,602;7;0,571;NA;NA;NA;NA;NA;NA;NA;15,4285714285714;0,0648148148148148;101;0,112903225806452;0,758064516129032;0,148936170212766;0,727272727272727;NA
"Section";"85";"Sciences physico-chimiques et ingénierie appliquée à la santé";"2009";20,6796536796537;0,471;7;0,714;177,299718548597;57,1;112;0,518;5;8;0,125;2;0,5;22;115;0,452;20;0,65;379;145;NA;524;NA;0;NA;5,22727272727273;0,173913043478261;95;0,112803337555881;0,631698690312931;0,178571428571429;0,584870722267548;26,2
"Section";"85";"Sciences physico-chimiques et ingénierie appliquée à la santé";"2010";8,51515151515152;0,357;2;0,5;123,866926657239;55,6;66;0,53;8;12;0,333;5;0,6;20;105;0,476;20;0,6;372;142;NA;514;NA;-10;NA;5,25;0,19047619047619;85;0,16146360081528;0,532829882690424;0,303030303030303;0,442874372819368;25,7
"Section";"85";"Sciences physico-chimiques et ingénierie appliquée à la santé";"2011";9;0,222;4;0,25;126;48,4;76;0,526;5;13;0,385;4;0,75;13;79;0,57;13;0,769;360;118;NA;478;NA;-46;NA;6,07692307692308;0,164556962025316;66;0,103174603174603;0,603174603174603;0,171052631578947;0,557522123893805;36,7692307692308
"Section";"85";"Sciences physico-chimiques et ingénierie appliquée à la santé";"2012";15;0,467;5;0,6;131;51,1;74;0,365;8;15;0,533;7;0,857;14;89;0,337;14;0,357;347;115;NA;462;NA;-62;NA;6,35714285714286;0,157303370786517;75;0,106870229007634;0,564885496183206;0,189189189189189;0,512820512820513;33
"Section";"85";"Sciences physico-chimiques et ingénierie appliquée à la santé";"2013";18;0,444;8;0,625;115;60,9;74;0,568;7;16;0,188;7;0,143;10;83;0,542;10;0,6;344;114;NA;458;NA;-66;NA;8,3;0,120481927710843;73;0,0869565217391304;0,643478260869565;0,135135135135135;0,60952380952381;45,8
"Section";"85";"Sciences physico-chimiques et ingénierie appliquée à la santé";"2014";17;0,412;6;0,667;122;59,8;78;0,564;4;7;0,714;4;0,75;12;91;0,451;11;0,455;343;112;NA;455;NA;-69;NA;7,58333333333333;0,120879120879121;80;0,0901639344262295;0,639344262295082;0,141025641025641;0,603603603603604;41,3636363636364
"Section";"85";"Sciences physico-chimiques et ingénierie appliquée à la santé";"2015";18;0,444;11;0,455;100;55;65;0,615;6;11;0,364;6;0,333;18;123;0,634;17;0,765;335;110;NA;445;NA;-79;NA;6,83333333333333;0,138211382113821;106;0,17;0,65;0,261538461538462;0,578313253012048;26,1764705882353
"Section";"85";"Sciences physico-chimiques et ingénierie appliquée à la santé";"2016";10;0,6;6;0,667;106;56,6;75;0,6;6;10;0,4;6;0,5;16;105;0,552;16;0,625;323;110;NA;433;NA;-91;NA;6,5625;0,152380952380952;89;0,150943396226415;0,707547169811321;0,213333333333333;0,655555555555556;27,0625
"Section";"85";"Sciences physico-chimiques et ingénierie appliquée à la santé";"2017";7;0,571;5;0,4;89;52,8;64;0,5;3;4;0,25;3;0;9;75;0,533;9;0,556;322;112;NA;434;NA;-90;NA;8,33333333333333;0,12;66;0,101123595505618;0,719101123595506;0,140625;0,6875;48,2222222222222
"Section";"85";"Sciences physico-chimiques et ingénierie appliquée à la santé";"2018";17;0,471;6;0,333;84;53,6;46;0,457;3;6;0,333;3;0;7;71;0,423;6;0,5;316;105;NA;421;NA;-103;NA;10,1428571428571;0,0845070422535211;65;0,0714285714285714;0,547619047619048;0,130434782608696;0,512820512820513;70,1666666666667
"Section";"85";"Sciences physico-chimiques et ingénierie appliquée à la santé";"2019";16;0,313;7;0,571;69;47,8;51;0,431;4;6;0,333;4;0,5;13;131;0,519;13;0,692;NA;NA;NA;NA;NA;NA;NA;10,0769230769231;0,099236641221374;118;0,188405797101449;0,739130434782609;0,254901960784314;0,678571428571429;NA
"Section";"86";"Sciences du médicament et des autres produits de santé";"2009";28,4656084656085;0,45;10;0,7;194,619651063095;54,5;125;0,512;8;10;0,5;8;0,375;31;200;0,505;29;0,655;454;255;NA;709;NA;0;NA;6,45161290322581;0,145;171;0,149008591072842;0,642278409796734;0,232;0,57964136129853;24,448275862069
"Section";"86";"Sciences du médicament et des autres produits de santé";"2010";15,6560846560847;0,5;8;0,375;153,940953504825;58,5;92;0,576;9;20;0,5;8;0,5;13;117;0,496;13;0,385;440;256;NA;696;NA;-13;NA;9;0,111111111111111;104;0,0844479633523417;0,597631740647341;0,141304347826087;0,560518415942854;53,5384615384615
"Section";"86";"Sciences du médicament et des autres produits de santé";"2011";21;0,571;7;0,714;160;53,8;104;0,51;13;28;0,464;12;0,583;20;164;0,543;19;0,789;407;195;NA;602;NA;-107;NA;8,2;0,115853658536585;145;0,11875;0,65;0,182692307692308;0,602836879432624;31,6842105263158
"Section";"86";"Sciences du médicament et des autres produits de santé";"2012";23;0,435;7;0,286;165;53,3;93;0,591;11;24;0,25;11;0,364;24;221;0,52;23;0,696;386;188;NA;574;NA;-135;NA;9,20833333333333;0,104072398190045;198;0,139393939393939;0,563636363636364;0,247311827956989;0,492957746478873;24,9565217391304
"Section";"86";"Sciences du médicament et des autres produits de santé";"2013";14;0,214;8;0,25;142;57,7;84;0,583;7;12;0,167;6;0,167;12;145;0,421;12;0,25;390;185;NA;575;NA;-134;NA;12,0833333333333;0,0827586206896552;133;0,0845070422535211;0,591549295774648;0,142857142857143;0,553846153846154;47,9166666666667
"Section";"86";"Sciences du médicament et des autres produits de santé";"2014";10;0,6;4;0,75;163;57,7;104;0,567;11;13;0,385;11;0,364;26;234;0,491;25;0,6;389;188;NA;577;NA;-132;NA;9;0,106837606837607;209;0,153374233128834;0,638036809815951;0,240384615384615;0,572463768115942;23,08
"Section";"86";"Sciences du médicament et des autres produits de santé";"2015";15;0,4;9;0,444;158;60,1;89;0,629;5;10;0,2;5;0,2;11;129;0,566;11;0,636;390;185;NA;575;NA;-134;NA;11,7272727272727;0,0852713178294574;118;0,069620253164557;0,563291139240506;0,123595505617978;0,530612244897959;52,2727272727273
